Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Satisfaction Score,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category
1.0,Male,34.0,No,No,,Yes,1.0,United States,California,San Francisco,,"37.720498, -122.443119",37.720498,-122.443119,1.0,Q3,Yes,1.0,,Offer E,Yes,40.05,Yes,No,,0.0,No,No,No,No,,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.9,135.0,0.0,,200.25,335.25,
1.0,Male,39.0,No,No,Yes,No,0.0,,,,,,,,4.0,Q3,Yes,2.0,68.0,None,Yes,41.61,Yes,Yes,Cable,14.0,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,88.85,6132.7,0.0,0.0,2829.48,8962.18,
1.0,Male,72.0,No,Yes,,No,0,,,,,,,,5.0,Q3,Yes,9.0,32.0,Offer C,Yes,43.54,Yes,,Fiber Optic,3.0,No,Yes,,No,No,Yes,No,Yes,Two Year,,,93.5,,0.0,0.0,1393.28,4364.08,
,Male,31.0,No,No,No,No,0.0,United States,California,Campo,91906.0,"32.673483, -116.472863",32.673483,-116.472863,4.0,Q3,No,0.0,1.0,None,Yes,3.97,Yes,Yes,DSL,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.8,49.8,0.0,0.0,3.97,53.769999999999996,
1.0,Male,41.0,No,No,Yes,No,0.0,,California,Santa Barbara,,"34.037342, -119.80079",34.037342,-119.80079,4.0,Q3,Yes,4.0,72.0,None,Yes,,Yes,Yes,DSL,9.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Two Year,No,Credit Card,89.85,6562.9,12.55,0.0,1941.1200000000001,8491.47,
1.0,Female,37.0,No,No,Yes,Yes,2.0,United States,California,,96028.0,"41.017282, -121.468945",41.017282,-121.468945,,Q3,Yes,1.0,41.0,Offer B,No,0.0,No,Yes,Cable,16.0,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,35.4,1412.4,,0.0,0.0,1412.4,
1.0,,21.0,Yes,No,No,No,0.0,United States,California,Nevada City,95959.0,"39.333737, -120.858667",39.333737,-120.858667,,Q3,No,0.0,,None,Yes,,No,No,None,0.0,,No,No,No,No,No,No,No,Month-to-Month,,Credit Card,19.9,19.9,0.0,0.0,1.5,21.4,
1.0,,23.0,Yes,No,,No,0.0,United States,California,Los Angeles,90006.0,,34.048013,-118.293953,3.0,Q3,No,0.0,8.0,None,Yes,12.15,Yes,Yes,Cable,26.0,No,,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.65,820.5,0.0,0.0,97.2,917.7,
1.0,Male,51.0,No,No,No,No,0.0,United States,California,Fulton,95439.0,"38.493888, -122.777141",38.493888,,3.0,Q3,No,0.0,34.0,None,Yes,28.0,Yes,Yes,Fiber Optic,18.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,,0.0,0.0,,4492.65,
1.0,Female,48.0,No,No,No,No,0.0,United States,California,Norco,92860.0,"33.925833, -117.559639",33.925833,-117.559639,4.0,Q3,No,0.0,40.0,None,,26.03,No,No,None,0.0,No,No,No,,No,,No,No,,No,Credit Card,19.65,,0.0,0.0,1041.2,,
1.0,Female,23.0,Yes,No,,No,0,United States,California,Yountville,94599.0,"38.421458, -122.365048",38.421458,-122.365048,5.0,Q3,No,0.0,23.0,None,Yes,15.18,No,Yes,Fiber Optic,46.0,No,Yes,No,Yes,No,,No,Yes,,Yes,Credit Card,,1783.75,0.0,0.0,349.14,2132.89,
1.0,Female,64.0,No,No,,No,0.0,,,,,,,,,Q3,No,0.0,8.0,,,11.2,No,Yes,Fiber Optic,17.0,No,,No,,No,,No,No,,No,Bank Withdrawal,,535.55,0.0,10.0,89.6,635.15,
1.0,Male,29.0,Yes,No,Yes,No,0.0,United States,,,90003.0,"33.964131, -118.272783",33.964131,-118.272783,,,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,,23.0,Yes,No,,No,0.0,United States,California,San Diego,92129.0,"32.961064, -117.134917",,-117.134917,1.0,Q3,Yes,1.0,46.0,Offer B,Yes,5.36,Yes,Yes,Fiber Optic,22.0,No,No,,,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.0,,,0.0,246.56,,
1.0,Male,31.0,No,No,Yes,Yes,1.0,United States,California,,95457.0,"38.925545, -122.549083",38.925545,,,Q3,Yes,7.0,,None,Yes,2.5,Yes,Yes,Cable,13.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,,Credit Card,90.15,6237.05,0.0,0.0,175.0,6412.05,
1.0,Female,48.0,No,No,Yes,No,0.0,United States,California,Needles,92363.0,"34.711224, -114.702256",34.711224,,,Q3,No,0.0,72.0,Offer A,No,,No,Yes,DSL,6.0,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,64.45,4528.0,0.0,0.0,,,
1.0,Male,59.0,No,No,No,No,0.0,,California,Ceres,95307.0,"37.553469, -120.952825",37.553469,-120.952825,4.0,Q3,No,0.0,39.0,Offer C,Yes,3.93,No,Yes,DSL,15.0,No,No,No,Yes,,No,No,Yes,Two Year,Yes,Bank Withdrawal,49.8,,0.0,0.0,153.27,2124.42,
1.0,Female,48.0,No,No,,No,0.0,United States,California,,92234.0,"33.829583, -116.474131",33.829583,,3.0,Q3,No,0.0,59.0,Offer B,Yes,31.23,,,Fiber Optic,16.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.25,4949.1,0.0,0.0,1842.57,6791.67,
1.0,,23.0,Yes,No,,No,0.0,United States,California,,,"33.679659, -118.016195",33.679659,-118.016195,3.0,Q3,Yes,1.0,51.0,Offer B,Yes,40.34,No,Yes,DSL,9.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,83.25,4089.45,0.0,0.0,2057.34,6146.79,
1.0,,44.0,No,No,Yes,Yes,3.0,United States,California,Badger,93603.0,"36.64545, -118.924982",36.64545,-118.924982,4.0,Q3,Yes,4.0,3.0,None,Yes,30.34,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,,,0.0,,151.67,
1.0,Male,42.0,No,No,,No,0.0,,California,Riverside,,"33.930931, -117.361788",33.930931,-117.361788,,,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Male,63.0,No,No,Yes,No,0.0,United States,California,Garden Valley,95633.0,"38.852544, -120.837669",,,3.0,Q3,Yes,3.0,45.0,Offer B,Yes,30.8,No,Yes,Cable,3.0,Yes,,,Yes,Yes,Yes,Yes,,Two Year,Yes,Credit Card,84.35,3858.05,0.0,0.0,1386.0,5244.05,
,Female,48.0,No,No,No,No,0.0,United States,California,Stevinson,95374.0,"37.316807, -120.855753",37.316807,-120.855753,3.0,Q3,No,0.0,15.0,Offer D,Yes,,Yes,Yes,Fiber Optic,21.0,No,,No,,No,No,No,Yes,Month-to-Month,,Bank Withdrawal,,1111.85,0.0,,642.4499999999999,1754.2999999999997,
1.0,Female,25.0,Yes,No,No,No,0.0,United States,California,Guatay,91931.0,"32.857946, -116.561917",32.857946,-116.561917,3.0,Q3,No,0.0,41.0,None,Yes,40.78,No,Yes,Fiber Optic,41.0,No,No,,No,No,,Yes,Yes,Month-to-Month,No,Bank Withdrawal,,2868.05,0.0,0.0,1671.98,4540.030000000001,
1.0,Male,23.0,Yes,No,,No,0,,,,,,,,5.0,Q3,No,0.0,3.0,Offer E,Yes,29.84,No,,Fiber Optic,,No,,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,85.7,,0.0,0.0,89.52,346.27,
1.0,Male,49.0,No,No,Yes,No,0.0,,California,San Jose,95148.0,"37.339533, -121.777179",37.339533,-121.777179,,,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Female,55.0,No,No,No,No,0.0,United States,California,Alameda,,"37.774633, -122.274434",37.774633,-122.274434,5.0,Q3,No,0.0,24.0,None,Yes,,No,No,None,0.0,No,No,No,,No,No,No,,One Year,No,Bank Withdrawal,21.05,531.55,0.0,0.0,1135.44,1666.99,
,Male,37.0,No,No,No,No,0.0,United States,California,Los Angeles,90033.0,"34.050198, -118.210946",34.050198,-118.210946,3.0,,No,0.0,57.0,None,Yes,,No,,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.75,1118.8,0.0,0.0,2207.6099999999997,3326.41,
1.0,Male,30.0,No,No,Yes,No,0.0,United States,California,Prather,93651.0,"37.007238, -119.505661",37.007238,-119.505661,3.0,Q3,Yes,9.0,70.0,None,Yes,9.28,Yes,Yes,,51.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,,5986.45,0.0,0.0,649.5999999999999,6636.049999999999,
1.0,Male,63.0,No,No,Yes,Yes,1.0,United States,,Perris,92570.0,"33.787298, -117.320676",33.787298,-117.320676,3.0,Q3,Yes,4.0,20.0,None,Yes,13.18,No,Yes,Cable,10.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.6,939.8,0.0,0.0,263.6,1203.4,
1.0,Female,39.0,No,No,Yes,Yes,1.0,United States,California,Esparto,95627.0,"38.834469, -122.127193",,-122.127193,5.0,Q3,Yes,4.0,9.0,None,Yes,8.1,No,Yes,Fiber Optic,20.0,No,No,No,Yes,,,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.85,647.5,0.0,0.0,72.89999999999999,720.4,
1.0,,23.0,Yes,No,,No,0.0,United States,California,Olympic Valley,96146.0,"39.191797, -120.212401",39.191797,,,Q3,Yes,3.0,33.0,None,Yes,28.4,No,No,None,0.0,No,No,No,No,,No,No,No,One Year,No,Credit Card,20.1,579.4,0.0,0.0,937.1999999999999,1516.6,
1.0,Male,62.0,No,No,No,No,0,United States,California,Sherman Oaks,91423.0,"34.146957, -118.432138",34.146957,-118.432138,3.0,Q3,No,0.0,30.0,,,31.97,Yes,Yes,Fiber Optic,,No,No,No,,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.9,,0.0,0.0,959.0999999999999,3682.25,
,Female,58.0,No,No,No,No,0.0,United States,California,,95490.0,"39.492046, -123.375818",39.492046,-123.375818,5.0,Q3,No,0.0,56.0,None,No,0.0,No,Yes,,23.0,No,No,No,No,,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,44.85,2564.95,0.0,0.0,0.0,2564.95,
1.0,Male,59.0,No,No,No,No,0.0,United States,California,,93950.0,"36.618337, -121.926417",36.618337,-121.926417,3.0,Q3,No,0.0,9.0,Offer E,Yes,,No,No,,0.0,No,,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,18.95,185.6,0.0,0.0,447.66,633.26,
1.0,Female,48.0,No,No,,No,0,United States,California,Hermosa Beach,90254.0,"33.86532, -118.396336",33.86532,-118.396336,4.0,,Yes,4.0,45.0,Offer B,Yes,22.49,Yes,No,None,0.0,No,No,No,No,,No,No,No,One Year,,Credit Card,25.9,1216.6,0.0,0.0,1012.05,,
1.0,Male,47.0,No,No,No,No,0.0,United States,California,Redwood Valley,95470.0,"39.298065, -123.25211",39.298065,-123.25211,3.0,Q3,No,0.0,54.0,,Yes,18.74,No,Yes,DSL,16.0,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,65.3,,0.0,0.0,1011.9599999999999,4524.86,
1.0,Male,46.0,No,No,Yes,No,0.0,,,,,,,,4.0,,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Male,79.0,No,No,Yes,No,0.0,,California,Springville,93265.0,"36.245926, -118.693138",36.245926,-118.693138,3.0,Q3,Yes,5.0,,None,Yes,35.53,No,Yes,DSL,23.0,Yes,Yes,No,No,No,No,No,,Two Year,,Bank Withdrawal,54.55,825.1,0.0,0.0,,1393.58,
1.0,Male,36.0,No,No,Yes,No,0,,,,,,,,4.0,Q3,Yes,7.0,,Offer A,No,0.0,No,,Cable,17.0,,Yes,Yes,No,,No,,Yes,Two Year,No,Bank Withdrawal,42.1,2962.0,,0.0,0.0,2962.0,
1.0,,23.0,Yes,No,,No,0.0,United States,California,Hesperia,92345.0,"34.361387, -117.337509",34.361387,-117.337509,,Q3,No,0.0,34.0,None,Yes,,Yes,No,,0.0,No,No,No,No,No,,No,No,Two Year,No,Bank Withdrawal,26.1,980.35,0.0,0.0,695.98,1676.33,
1.0,Male,44.0,No,No,Yes,Yes,2.0,,California,Sunset Beach,90742.0,"33.719221, -118.073596",33.719221,,,Q3,Yes,4.0,,None,Yes,27.24,No,,DSL,21.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,61.45,229.55,0.0,0.0,,338.51,
1.0,Male,79.0,No,Yes,No,No,0.0,United States,California,,95747.0,"38.784329, -121.373245",38.784329,-121.373245,4.0,Q3,No,0.0,54.0,,Yes,5.14,,Yes,DSL,6.0,No,No,Yes,,No,Yes,No,Yes,One Year,,Bank Withdrawal,,3529.95,33.07,,277.56,3774.4399999999996,
,Female,54.0,No,No,No,Yes,2.0,United States,California,,93276.0,"35.316263, -119.402559",35.316263,-119.402559,3.0,Q3,No,0.0,70.0,None,,16.75,Yes,Yes,DSL,57.0,Yes,Yes,,,No,No,No,No,Two Year,No,Bank Withdrawal,66.0,,0.0,90.0,1172.5,6154.0,
1.0,,40.0,No,No,No,No,0.0,United States,California,,92024.0,"33.054579, -117.25665",33.054579,-117.25665,,Q3,No,0.0,1.0,Offer E,Yes,27.46,No,,DSL,26.0,No,No,No,No,No,No,No,Yes,,Yes,,44.8,,,0.0,27.46,72.25999999999999,
,,67.0,No,Yes,,No,0.0,,California,Bonsall,92003.0,"33.290907, -117.202895",33.290907,-117.202895,,Q3,No,0.0,5.0,Offer E,Yes,9.56,No,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,69.35,341.6,0.0,0.0,47.800000000000004,389.40000000000003,
1.0,,55.0,No,No,,No,0.0,United States,California,Fresno,93705.0,"36.78724, -119.827813",36.78724,-119.827813,4.0,Q3,No,0.0,39.0,Offer C,Yes,,Yes,Yes,Fiber Optic,30.0,,Yes,No,No,,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.4,4040.65,0.0,0.0,669.6300000000001,4710.280000000001,
1.0,Female,46.0,No,No,,No,0.0,United States,California,Clovis,93612.0,"36.814539, -119.711868",36.814539,,5.0,Q3,Yes,1.0,60.0,Offer B,No,,No,Yes,DSL,19.0,Yes,No,Yes,,,Yes,Yes,Yes,Two Year,No,Credit Card,59.85,3590.2,0.0,0.0,0.0,3590.2,
1.0,Male,47.0,No,No,No,No,0.0,United States,California,Olema,94950.0,"38.052209, -122.775567",38.052209,-122.775567,4.0,,No,0.0,,Offer E,No,0.0,No,Yes,Cable,8.0,Yes,No,,No,No,No,,No,Month-to-Month,,Credit Card,29.35,216.45,0.0,10.0,0.0,226.45,
1.0,Male,54.0,No,No,No,No,0.0,United States,,El Dorado Hills,95762.0,"38.684437, -121.055634",38.684437,-121.055634,,,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Male,70.0,No,No,No,No,0.0,,,,,,,,3.0,Q3,No,0.0,47.0,None,Yes,44.08,Yes,Yes,,20.0,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,86.05,3865.6,0.0,0.0,2071.7599999999998,5937.36,
1.0,Male,39.0,No,No,,No,0.0,United States,,La Verne,91750.0,"34.144703, -117.770299",34.144703,-117.770299,5.0,Q3,No,0,49.0,Offer B,Yes,23.82,Yes,Yes,,18.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.6,3720.35,,0.0,1167.18,,
1.0,Male,65.0,No,Yes,Yes,No,0.0,United States,California,Likely,96116.0,"41.266008, -120.490731",41.266008,-120.490731,3.0,,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Male,37.0,No,No,No,No,0.0,United States,California,Palmdale,93552.0,"34.557711, -118.029441",34.557711,-118.029441,3.0,Q3,No,0.0,53.0,Offer B,,0.0,No,Yes,DSL,24.0,Yes,Yes,No,No,,Yes,Yes,Yes,Month-to-Month,,Bank Withdrawal,,2546.85,0.0,0.0,0.0,2546.85,
1.0,Female,69.0,No,Yes,No,No,0.0,United States,California,Mineral,96063.0,"40.408796, -121.579609",40.408796,-121.579609,1.0,Q3,No,0,42.0,None,Yes,16.22,,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,,,0.0,0.0,681.24,,
1.0,Female,62.0,No,No,Yes,No,0.0,United States,California,Midway City,92655.0,"33.744439, -117.98588",33.744439,-117.98588,3.0,Q3,Yes,4.0,50.0,,Yes,34.57,Yes,Yes,Fiber Optic,,Yes,Yes,No,Yes,Yes,Yes,Yes,,Month-to-Month,Yes,Bank Withdrawal,109.65,,0.0,,1728.5,7134.3,
1.0,Male,36.0,No,No,Yes,Yes,3.0,United States,California,Long Barn,95335.0,,,-120.078597,3.0,Q3,Yes,5.0,17.0,None,Yes,33.24,Yes,Yes,DSL,76.0,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,,70.35,1201.65,0.0,0.0,,1766.73,
1.0,,23.0,Yes,No,,No,0.0,United States,California,Bakersfield,93313.0,"35.140938, -119.051348",35.140938,-119.051348,3.0,,Yes,1.0,33.0,None,Yes,19.11,Yes,,DSL,21.0,Yes,Yes,,No,Yes,No,No,Yes,Month-to-Month,,Bank Withdrawal,72.75,2447.45,0.0,0.0,630.63,3078.08,
1.0,Female,45.0,No,No,Yes,No,0.0,United States,California,,96113.0,"40.198234, -120.18089",40.198234,-120.18089,,Q3,Yes,6.0,46.0,None,Yes,44.75,,,DSL,27.0,Yes,Yes,No,Yes,No,,Yes,Yes,One Year,,Credit Card,70.6,3231.05,0.0,0.0,2058.5,5289.55,
1.0,Female,59.0,No,No,Yes,No,0.0,United States,,Carson,90746.0,"33.859171, -118.252272",33.859171,,4.0,Q3,Yes,4.0,18.0,None,Yes,25.54,No,No,None,0.0,,No,,,No,,No,No,Two Year,No,Credit Card,20.1,370.5,0.0,,,830.22,
1.0,,53.0,No,No,No,No,0.0,,,,,,,,,Q3,No,0.0,3.0,Offer E,,38.99,No,Yes,DSL,20.0,No,Yes,No,Yes,,Yes,Yes,Yes,Month-to-Month,,Bank Withdrawal,75.3,244.1,,0.0,116.97,361.07,
,Male,67.0,No,Yes,Yes,No,0.0,United States,California,San Rafael,94901.0,"37.972662, -122.491452",37.972662,-122.491452,1.0,Q3,Yes,2.0,,None,,26.99,No,Yes,Fiber Optic,2.0,No,No,No,No,Yes,No,,Yes,Month-to-Month,Yes,Credit Card,80.45,583.45,0.0,0.0,215.92,799.37,
1.0,Male,28.0,Yes,No,No,No,0.0,United States,California,San Bernardino,,"34.250069, -117.393949",34.250069,,3.0,Q3,No,0.0,26.0,Offer C,Yes,29.07,,Yes,,42.0,No,No,No,No,No,No,,Yes,Month-to-Month,No,Bank Withdrawal,45.45,,0.0,0.0,,1988.9700000000003,
1.0,Male,51.0,No,No,No,No,0.0,,California,Leggett,95585.0,"39.873371, -123.741474",,-123.741474,4.0,Q3,No,0.0,2.0,Offer E,,,No,Yes,Fiber Optic,26.0,No,No,No,No,,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,,0.0,0.0,3.14,147.14,
1.0,Female,42.0,No,No,No,No,0.0,United States,California,Carpinteria,93013.0,"34.441398, -119.513163",34.441398,-119.513163,2.0,Q3,No,0.0,6.0,Offer E,Yes,,Yes,Yes,Fiber Optic,5.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.55,536.4,0.0,0.0,262.79999999999995,799.1999999999999,
1.0,Female,30.0,No,No,Yes,Yes,2.0,United States,California,,,"33.817473, -117.810462",33.817473,,3.0,,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Female,73.0,No,Yes,Yes,No,0.0,United States,California,Pasadena,91101.0,"34.146635, -118.139225",34.146635,-118.139225,3.0,Q3,Yes,3.0,47.0,None,Yes,2.98,Yes,Yes,Fiber Optic,7.0,No,No,,No,Yes,,Yes,No,Month-to-Month,No,Bank Withdrawal,,4747.2,0.0,140.0,,,
1.0,Male,66.0,No,Yes,Yes,No,0.0,United States,California,Kerman,93630.0,,36.727418,-120.123526,5.0,Q3,Yes,1.0,16.0,None,Yes,15.44,No,Yes,Fiber Optic,20.0,No,No,Yes,,No,Yes,Yes,Yes,,,Bank Withdrawal,91.55,1540.05,0.0,0.0,247.04,1787.09,
1.0,,59.0,No,No,Yes,Yes,1.0,United States,,San Anselmo,94960.0,"37.99272, -122.575026",37.99272,-122.575026,3.0,Q3,Yes,4.0,13.0,,Yes,16.4,No,,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.45,254.5,0.0,0.0,213.2,467.7,
1.0,Female,56.0,No,No,No,No,0.0,United States,California,Benicia,94510.0,"38.113533, -122.11926",38.113533,-122.11926,,Q3,No,0,7.0,None,Yes,30.06,No,Yes,Fiber Optic,10.0,No,No,Yes,No,No,,No,,Month-to-Month,,Bank Withdrawal,75.15,525.0,0.0,10.0,210.42,745.42,
1.0,Female,23.0,Yes,No,Yes,No,0.0,United States,California,Templeton,93465.0,"35.536115, -120.739231",35.536115,-120.739231,2.0,Q3,Yes,1.0,33.0,Offer C,Yes,41.61,Yes,Yes,Fiber Optic,73.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,,103.7,3467.0,0.0,0.0,1373.1299999999999,4840.13,
1.0,Female,23.0,Yes,No,,No,0.0,United States,California,,95713.0,"39.084645, -120.894014",39.084645,-120.894014,5.0,Q3,Yes,4.0,10.0,None,Yes,14.04,No,No,None,,,No,No,No,No,No,No,No,One Year,No,,20.1,184.4,0.0,0.0,140.39999999999998,324.79999999999995,
1.0,Female,19.0,Yes,No,No,No,0.0,United States,California,Laguna Beach,92651.0,"33.570023, -117.773669",33.570023,-117.773669,,Q3,No,0.0,19.0,None,Yes,24.35,No,Yes,Cable,69.0,No,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,58.2,1045.25,0.0,0.0,462.65000000000003,1507.9,
1.0,Female,26.0,Yes,No,Yes,No,0.0,United States,California,Van Nuys,91406.0,"34.195685, -118.490752",,-118.490752,4.0,Q3,Yes,2.0,,None,,39.34,No,Yes,DSL,41.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,,Mailed Check,,,,0.0,,3765.29,
1.0,Male,61.0,No,No,Yes,Yes,2.0,,California,Concord,94521.0,"37.971421, -121.971504",37.971421,,1.0,Q3,Yes,2.0,7.0,,,0.0,No,Yes,Cable,30.0,Yes,,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.5,279.25,0.0,,,279.25,
1.0,Female,59.0,No,No,Yes,No,0.0,United States,California,Brawley,92227.0,"33.03933, -115.191857",33.03933,-115.191857,1.0,Q3,Yes,1.0,67.0,None,Yes,32.15,Yes,Yes,Fiber Optic,28.0,Yes,No,Yes,Yes,,,Yes,Yes,Two Year,Yes,Credit Card,108.75,7156.2,0.0,0.0,2154.0499999999997,,
1.0,Female,57.0,No,No,Yes,No,0.0,United States,California,Aptos,95003.0,"37.013471, -121.877877",37.013471,-121.877877,5.0,Q3,Yes,5.0,67.0,Offer A,Yes,7.91,No,No,None,0.0,No,No,No,No,No,,No,No,One Year,,Bank Withdrawal,20.85,1327.4,0.0,,529.97,1857.3700000000001,
1.0,,67.0,No,Yes,,No,0.0,United States,California,Sheep Ranch,95250.0,"38.244806, -120.417301",38.244806,-120.417301,3.0,Q3,Yes,1.0,1.0,None,Yes,17.36,Yes,Yes,Fiber Optic,29.0,No,,No,No,No,No,No,,Month-to-Month,Yes,Bank Withdrawal,74.4,74.4,0.0,30.0,17.36,,
1.0,,23.0,Yes,No,,No,0.0,United States,California,Grimes,95950.0,"39.033058, -121.895718",39.033058,-121.895718,3.0,,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Male,44.0,No,No,,No,0.0,United States,California,Scott Bar,96085.0,"41.737962, -123.07557",41.737962,-123.07557,4.0,,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Male,59.0,No,No,No,No,0.0,,California,Grass Valley,95945.0,"39.194539, -120.988066",39.194539,-120.988066,,Q3,No,0.0,13.0,Offer D,Yes,18.73,No,No,None,0.0,No,No,No,No,No,No,,No,Two Year,No,Credit Card,19.95,243.65,0.0,0.0,243.49,487.14,
1.0,Male,61.0,No,No,No,No,0.0,United States,California,Anaheim,92806.0,"33.83796, -117.870494",,-117.870494,,Q3,No,0.0,54.0,Offer B,,27.62,,Yes,Cable,24.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,69.9,3883.3,0.0,0.0,1491.48,5374.780000000001,
,Male,54.0,No,No,Yes,Yes,2.0,,,,,,,,3.0,Q3,Yes,7.0,13.0,None,Yes,,No,No,None,,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.0,218.55,0.0,0.0,55.379999999999995,273.93,
1.0,Female,31.0,No,No,Yes,Yes,1.0,United States,California,Bodfish,93205.0,"35.523991, -118.400432",,-118.400432,,Q3,No,0.0,55.0,Offer B,Yes,27.7,No,,None,,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.15,998.1,0.0,0.0,1523.5,2521.6,
1.0,Male,46.0,No,No,Yes,No,0.0,,California,Guadalupe,93434.0,"34.936, -120.594655",,-120.594655,3.0,Q3,Yes,5.0,40.0,,Yes,12.97,No,Yes,,24.0,No,Yes,Yes,No,,No,No,Yes,One Year,No,Bank Withdrawal,80.8,3132.75,0.0,0.0,518.8000000000001,3651.55,
,Female,72.0,No,Yes,Yes,No,0.0,United States,California,,92557.0,"33.970661, -117.255039",33.970661,-117.255039,1.0,Q3,Yes,4.0,5.0,,Yes,45.76,Yes,Yes,Fiber Optic,22.0,No,No,No,No,No,,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.35,334.8,0.0,,228.79999999999998,563.6,
1.0,Female,58.0,No,No,Yes,No,0.0,United States,California,,,"33.947305, -118.439841",33.947305,-118.439841,5.0,Q3,Yes,1.0,54.0,Offer B,Yes,,No,No,,0.0,No,,No,No,No,No,,No,Two Year,No,,20.05,1102.4,0.0,0.0,1766.8799999999999,2869.2799999999997,
1.0,Female,42.0,No,No,No,No,0.0,United States,,Grover Beach,93433.0,"35.120833, -120.61843",35.120833,,,,No,0.0,,None,No,,No,Yes,DSL,4.0,No,,No,No,No,,No,Yes,Month-to-Month,No,Bank Withdrawal,25.05,189.95,0.0,0.0,0.0,189.95,
1.0,Male,51.0,No,No,,No,0.0,,,,,,,,3.0,Q3,No,0.0,1.0,Offer E,Yes,45.66,No,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,,Yes,Bank Withdrawal,,69.9,0.0,0.0,,,
