Churn Category,Age,Number of Dependents,Population,Latitude,Longitude,Satisfaction Score,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender-Male,Gender-Female,Under 30-Yes,Under 30-No,Senior Citizen-Yes,Senior Citizen-No,Married-Yes,Married-No,Dependents-Yes,Dependents-No,Referred a Friend-Yes,Referred a Friend-No,Offer-Offer B,Offer-Offer E,Offer-None,Offer-Offer C,Offer-Offer A,Offer-Offer D,Phone Service-Yes,Phone Service-No,Multiple Lines-Yes,Multiple Lines-No,Internet Service-Yes,Internet Service-No,Internet Type-Fiber Optic,Internet Type-DSL,Internet Type-Cable,Internet Type-None,Online Security-Yes,Online Security-No,Online Backup-Yes,Online Backup-No,Device Protection Plan-Yes,Device Protection Plan-No,Premium Tech Support-Yes,Premium Tech Support-No,Streaming TV-Yes,Streaming TV-No,Streaming Movies-Yes,Streaming Movies-No,Streaming Music-Yes,Streaming Music-No,Unlimited Data-Yes,Unlimited Data-No,Contract-Two Year,Contract-Month-to-Month,Contract-One Year,Paperless Billing-Yes,Paperless Billing-No,Payment Method-Mailed Check,Payment Method-Credit Card,Payment Method-Bank Withdrawal
0,69,0,14010,38.688764,-121.457596,3,0,56,22.61,18,96.85,5219.65,0,0,2613.52,7833.17,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1
1,46,0,48690,33.141265,-116.967221,3,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35,3,1519,39.342587,-121.249833,4,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46,0,13003,36.414216,-121.360597,4,1,57,4.18,73,97.55,5598,0,0,238.26,5836.26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0
0,53,2,29687,33.739415,-119.4729985,4,5,3,10.13,0,19.3,54.7,0,0,30.39,85.09,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,42,0,33280,34.050322,-118.147037,3,0,29,22.61,25,58,1734.5,0,0,419.34,2153.84,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0
0,31,0,29283,32.89325,-117.087091,3,10,64,19.22,21,70.2,6314.35,13.37,0,1230.08,7531.06,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0
0,24,0,25694,33.734933,-117.044145,4,5,64,32.93,26,70.15,4480.7,0,0,2107.52,6588.22,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0
0,40,0,17944,36.125529,-119.4729985,5,3,69,30.86,0,19.9,1363.45,0,0,2129.34,3492.79,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0
0,33,0,5488,34.711224,-114.702256,3,0,38,41.63,0,20.05,741.5,0,0,1581.94,2323.44,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0
0,76,0,17944,38.121601,-120.133915,3,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46,1,2241,34.95703,-117.73045,3,0,9,42.1,16,93,870.25,0,0,378.9,1249.15,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1
1,24,0,4602,36.587497,-121.944815,3,0,59,6.91,52,85.55,5084.65,0,0,407.69,5492.34,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1
1,49,0,17944,36.125529,-119.4729985,3,0,29,27.75,2,98.6,2933.2,0,0,804.75,3737.95,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
0,46,3,1143,33.174725,-116.743329,4,0,5,47.06,52,49.4,232.55,0,10,235.3,2106.41,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,66,0,2010,36.125529,-121.601358,3,0,29,31.31,18,107.4,7748.75,0,0,2254.32,10003.07,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1,56,0,84965,36.125529,-117.936436,1,0,1,22.61,2,95.45,95.45,0,0,5.59,101.04,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
0,22,0,2966,36.554618,-121.922239,3,0,72,48.36,71,86.05,6309.65,0,20,411.36,9811.57,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
0,62,0,17944,36.125529,-119.4729985,3,0,56,10.99,28,98.6,5581.05,0,0,615.44,6196.49,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
0,43,0,10781,35.666886,-119.186717,3,0,37,9.26,28,79.25,2911.8,0,0,342.62,3254.42,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0
0,32,2,24977,34.43987,-119.4729985,4,0,61,15.02,0,19.75,1124.2,0,0,916.22,2040.42,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0
1,46,0,64672,34.11572,-119.4729985,2,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,0,3873,33.537646,-116.291089,3,0,50,37.12,4,70.2,4367.35,0,100,1856,6323.35,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,69,0,17554,34.084747,-119.4729985,3,2,38,0,30,24.85,955.75,0,0,0,955.75,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1
0,59,1,17944,36.125529,-119.4729985,4,9,43,22.61,0,24.45,993.15,41.33,0,1205.29,2157.11,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,48,3,13106,35.120833,-120.61843,3,0,71,15.71,57,90.3,6287.3,0,100,1115.41,7502.71,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
0,60,0,2664,40.243494,-121.154733,3,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,52,0,29387,34.146957,-118.432138,3,1,68,7.87,4,84.7,5711.05,0,0,411.36,6246.21,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1
0,62,0,20993,38.660442,-121.346321,5,0,41,12.42,16,50.05,2029.05,0,0,509.22,2538.27,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
0,46,0,15536,37.410236,-121.320337,3,7,10,25.13,30,75.3,720.45,0,0,251.3,971.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1
0,46,0,2147,37.449537,-121.994813,4,0,2,0,16,24.5,46.4,0,0,0,46.4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1
0,30,2,17944,36.125529,-119.4729985,4,1,16,49.85,69,79.95,1267.95,0,0,411.36,2065.55,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0
1,49,0,17944,36.125529,-119.4729985,3,0,1,16.15,12,93.85,1379.175,0,0,16.15,110,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
0,26,2,19867,37.750822,-121.238423,3,9,18,0,52,70.2,467.85,0,0,411.36,467.85,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
1,65,0,17944,33.705836,-117.318204,2,0,1,22.61,16,70.2,71.65,0,0,28.46,2106.41,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0
0,32,0,40376,34.178483,-118.431791,3,8,1,44.69,0,20.2,20.2,0,0,44.69,64.89,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
0,46,0,17944,34.508417,-119.4729985,4,0,40,22.61,21,61.9,2647.1,0,0,1479.2,4126.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0
0,27,0,77791,36.125529,-119.117218,3,0,62,23.88,47,92.05,1379.175,14.21,0,411.36,7222.15,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1
0,44,1,1130,36.635661,-120.288644,3,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39,0,960,40.586588,-122.903677,3,5,64,22.61,17,65.8,1379.175,27.79,20,1708.8,5769.01,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0
0,69,0,74025,32.636792,-117.054989,4,0,29,22.61,21,94,4905.75,0,0,211.14,5116.89,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
0,51,0,15297,33.4725,-117.584273,5,0,11,1.01,8,70.2,1379.175,0,0,11.11,771.16,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1
0,46,0,41636,38.69549,-119.4729985,3,0,59,42.37,73,86.75,5186,0,0,2499.83,7835.83,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1
3,30,0,39458,33.897253,-117.792202,3,0,3,40.67,58,80.1,217.55,0,0,122.01,339.56,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
0,46,0,19975,34.026334,-118.474222,3,0,5,0,21,24.3,100.2,0,0,0,100.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0
0,64,0,38415,34.085807,-119.4729985,3,7,29,32.93,0,24.45,1431.65,0,0,1844.08,3275.73,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0
5,71,0,138,38.140719,-121.838298,3,0,35,20.83,19,99.05,3395.8,0,0,411.36,2106.41,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
1,33,0,45755,38.123544,-121.159078,2,0,3,49.4,10,88.35,262.05,0,0,148.2,410.25,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
2,46,0,17944,36.125529,-119.4729985,1,0,6,19.74,27,79.05,434.5,0,0,118.44,552.94,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1
1,46,0,60620,36.125529,-121.795867,1,1,16,26.12,8,74.3,1178.25,0,0,417.92,2106.41,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0
0,59,0,51665,38.105733,-122.186338,3,0,21,34.39,0,20,417.7,0,0,722.19,1139.89,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,36,0,17409,34.441398,-119.4729985,5,7,61,27.88,5,70.2,4914.8,0,70,411.36,6685.48,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
0,21,0,17944,36.125529,-119.4729985,3,0,46,37.75,73,89.15,4245.55,0,0,1736.5,5982.05,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0
0,40,3,11650,32.774046,-117.142454,3,0,50,0,76,43.05,2208.05,0,0,0,2106.41,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0
0,38,0,2318,36.413433,-118.854708,3,0,20,38.74,0,19.5,1379.175,0,0,774.8,1177.95,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
1,74,0,17944,36.125529,-119.4729985,1,1,41,45.84,18,83.75,3273.55,0,0,1879.44,5152.99,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1
1,37,0,58198,33.964131,-118.272783,1,0,2,10.47,21,53.85,108.15,0,0,20.94,129.09,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0
1,46,0,11213,37.848641,-119.4729985,3,1,29,31.61,16,91.5,242.95,0,10,411.36,347.78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0
1,63,0,55486,33.822295,-119.4729985,3,0,1,14.12,24,45.65,1379.175,0,0,14.12,2106.41,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,22,0,33280,34.050322,-118.147037,3,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,2,13065,37.885629,-122.46858,4,0,69,26.44,16,20.55,1403.1,0,0,411.36,3227.46,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0
0,59,2,17944,33.079834,-117.134275,3,0,19,4.03,26,48.8,953.65,0,0,76.57,1030.22,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0
0,38,0,3012,34.029043,-118.239504,4,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,41,0,29283,32.89325,-117.087091,3,0,17,49.71,4,70.2,1410.25,0,0,845.07,2255.32,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1
0,62,0,571,36.696759,-119.024051,4,1,8,39.59,16,85.65,659.45,0,70,316.72,1046.17,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1
4,26,1,17944,36.125529,-119.4729985,3,5,20,36.6,51,82.4,1592.35,33.43,0,732,2290.92,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,46,0,17058,33.833181,-118.292062,4,0,50,10.33,6,54.9,2614.1,0,0,516.5,3130.6,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1
0,46,0,17944,34.102084,-118.451629,4,10,41,0,16,35.45,1379.175,0,0,0,1391.65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0
0,61,3,74232,32.886925,-117.152162,4,8,72,17.21,53,74.35,5237.4,0,50,1239.12,6526.52,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1
0,57,3,300,36.125529,-124.210902,3,0,71,31.33,27,70.2,6457.15,0,0,2224.43,8681.58,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
0,19,0,11264,33.947305,-118.439841,3,0,18,2.26,73,84.3,1379.175,0,0,40.68,1578.58,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
0,30,0,33758,33.889632,-118.39737,3,0,9,4.81,69,99.3,918.75,0,0,43.29,962.04,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
0,37,0,17944,36.125529,-119.4729985,4,0,1,18.57,26,44.75,44.75,0,0,18.57,73.32,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,46,0,28098,37.497915,-119.4729985,4,1,50,17.58,47,94.4,4914.9,0,0,879,5793.9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
0,26,3,4552,40.946785,-121.719489,3,0,25,11.79,59,85.9,2199.05,0,0,294.75,2493.8,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1
0,40,0,12741,34.457541,-119.631072,5,0,10,17.4,0,20.35,176.3,0,0,174,350.3,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
0,22,0,23984,34.110444,-118.156957,3,5,3,0,41,29.9,92.25,0,0,0,92.25,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
1,50,0,88,39.279068,-119.4729985,1,0,29,39.62,7,91.4,193.6,0,0,79.24,272.84,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1
0,63,0,23646,34.17847,-118.459472,5,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,0,48690,33.141265,-116.967221,3,0,16,11.96,18,89.05,1448.6,0,0,191.36,1639.96,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0
2,53,0,1472,38.157794,-121.520223,3,0,6,21.97,9,84.4,1379.175,0,0,131.82,688.17,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
0,52,0,790,37.587494,-121.862856,3,7,72,15.96,26,68.4,1379.175,0,0,1149.12,6004.47,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1
0,46,0,3577,32.980678,-116.262854,5,3,28,22.61,16,35.9,973.65,0,40,0,2106.41,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
0,46,3,66754,33.942895,-117.725644,4,0,44,37.68,24,61.9,2924.05,0,0,1657.92,4581.97,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
